index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_km
6932,Tata Indica V2 2001-2011 DLS BSIII,2007,55000,75958,Diesel,Individual,manual,Second Owner,17.88,1396.0,52.8,5.0,18,3076.0626398210293
6933,Maruti 800 AC,1996,42000,70000,Petrol,Individual,manual,Third Owner,16.1,796.0,37.0,4.0,29,2608.695652173913
6934,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,250000,100000,Diesel,Individual,manual,Second Owner,19.41878335651954,,,,13,12874.133019052739
6935,Hyundai Tucson CRDi,2006,282000,128000,Diesel,Individual,manual,Fourth & Above Owner,12.6,1991.0,112.0,7.0,19,22380.95238095238
6936,Tata Indica V2 DLS TC,2007,80000,110000,Diesel,Individual,manual,Third Owner,16.8,1405.0,62.0,5.0,18,4761.9047619047615
6937,Maruti Swift Dzire VXI,2016,500000,40000,Petrol,Individual,manual,First Owner,20.85,1197.0,83.14,5.0,9,23980.815347721822
6938,Ford Figo Aspire 1.5 TDCi Ambiente,2016,500000,70000,Diesel,Individual,manual,First Owner,25.83,1498.0,99.0,5.0,9,19357.336430507163
6939,Maruti Swift VDI,2011,400000,60000,Diesel,Individual,manual,First Owner,22.9,1248.0,74.0,5.0,14,17467.248908296944
6940,Mahindra Bolero 2011-2019 SLX,2013,550000,90000,Diesel,Individual,manual,First Owner,15.96,2523.0,62.1,7.0,12,34461.15288220551
6941,Tata New Safari Dicor LX 4X2 BS IV,2007,200000,70000,Diesel,Individual,manual,Second Owner,13.93,2179.0,138.1,7.0,18,14357.501794687725
6942,Hyundai i10 Sportz,2012,280000,65000,Petrol,Individual,manual,First Owner,20.36,1197.0,78.9,5.0,13,13752.4557956778
6943,Maruti Swift Dzire VDI,2014,580000,88000,Diesel,Individual,manual,First Owner,23.4,1248.0,74.0,5.0,11,24786.32478632479
6944,Tata Manza Aura (ABS) Quadrajet,2009,100000,80000,Diesel,Individual,manual,Third Owner,18.8,1248.0,90.0,5.0,16,5319.148936170212
6945,Mahindra Scorpio EX,2014,550000,60000,Diesel,Individual,manual,First Owner,14.0,2523.0,75.0,8.0,11,39285.71428571428
6946,Mahindra TUV 300 T4 Plus,2017,700000,38000,Diesel,Individual,manual,First Owner,18.49,1493.0,100.0,7.0,8,37858.30178474852
6947,Tata Manza Aqua Safire,2010,150000,80000,Petrol,Individual,manual,Third Owner,15.0,1368.0,90.0,5.0,15,10000.0
6948,Hyundai EON Magna Plus,2014,190000,60000,Petrol,Individual,manual,Second Owner,21.1,814.0,55.2,5.0,11,9004.73933649289
6949,Mahindra Bolero 2011-2019 SLE,2013,500000,110000,Diesel,Individual,manual,First Owner,15.96,2523.0,62.1,7.0,12,31328.32080200501
6950,Maruti Swift VDI BSIV,2017,640000,110000,Diesel,Individual,manual,First Owner,25.2,1248.0,74.0,5.0,8,25396.825396825396
6951,Skoda Fabia 1.2L Diesel Elegance,2011,340000,145000,Diesel,Individual,manual,First Owner,20.86,1199.0,75.0,5.0,14,16299.137104506233
6952,Hyundai Elite i20 Asta Option Diesel,2019,811000,43000,Diesel,Individual,manual,First Owner,22.54,1396.0,88.76,5.0,6,35980.47914818101
6953,Maruti Ritz LDi,2016,409999,120000,Diesel,Individual,manual,First Owner,23.2,1248.0,73.94,5.0,9,17672.370689655174
6954,Maruti Swift Lxi BSIII,2007,220000,136000,Petrol,Individual,manual,Second Owner,16.1,1298.0,88.2,5.0,18,13664.596273291923
6955,Tata Indica V2 DLS BSIII,2013,170000,120000,Diesel,Individual,manual,Second Owner,17.88,1405.0,48.21,5.0,12,9507.829977628637
6956,Hyundai Elite i20 Petrol Asta Option,2018,700000,25000,Petrol,Individual,manual,First Owner,18.6,1197.0,81.86,5.0,7,37634.408602150535
6957,Mahindra Scorpio S10 4WD,2015,950000,80000,Diesel,Individual,manual,Second Owner,15.4,2179.0,120.0,7.0,10,61688.31168831169
6958,Hyundai Accent GLS 1.6 ABS,2003,80000,40000,Petrol,Individual,manual,Second Owner,14.4,1599.0,94.0,5.0,22,5555.555555555556
6959,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,automatic,First Owner,13.6,1999.0,177.0,5.0,8,199338.23529411765
6961,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,automatic,First Owner,19.33,1999.0,177.0,5.0,8,165545.78375581998
6962,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,manual,First Owner,14.1,2179.0,147.94,7.0,10,35673.75886524823
6963,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,automatic,First Owner,18.0,1969.0,190.0,5.0,6,211111.11111111112
6964,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,automatic,First Owner,19.16,2494.0,157.7,5.0,9,104384.13361169102
6965,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,manual,First Owner,21.79,998.0,67.05,5.0,12,10325.837540156035
6966,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,manual,First Owner,27.39,1248.0,74.0,5.0,7,27017.15954728003
6967,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,manual,First Owner,18.2,1199.0,88.7,5.0,9,30219.78021978022
6968,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,manual,Second Owner,12.99,2494.0,100.6,7.0,12,57736.72055427251
6969,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,automatic,First Owner,22.0,1197.0,81.8,5.0,6,29545.454545454544
6970,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,manual,First Owner,16.78,1496.0,88.73,5.0,8,37246.722288438614
6971,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,automatic,First Owner,22.0,1197.0,81.8,5.0,7,27272.727272727272
6972,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,manual,First Owner,24.0,1186.0,73.97,5.0,8,18750.0
6975,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,automatic,First Owner,19.0,1199.0,88.76,5.0,6,41000.0
6976,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,automatic,First Owner,14.3,1598.0,103.5,5.0,9,45104.895104895106
6977,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,automatic,First Owner,16.8,1984.0,150.0,5.0,7,147321.42857142858
6978,Maruti Swift Dzire VDI,2014,420000,120000,Diesel,Individual,manual,Second Owner,23.4,1248.0,74.0,5.0,11,17948.71794871795
6979,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,899000,35000,Diesel,Individual,manual,First Owner,25.1,1248.0,88.5,5.0,7,35816.73306772908
6980,Datsun GO T Petrol,2019,459999,35000,Petrol,Individual,manual,First Owner,19.83,1198.0,67.0,5.0,6,23197.12556732224
6981,Hyundai Verna CRDi SX ABS,2008,150000,120000,Diesel,Individual,manual,Second Owner,18.1,1493.0,110.0,5.0,17,8287.292817679558
6982,Renault KWID 1.0 RXT Optional,2017,350000,25000,Petrol,Individual,manual,First Owner,23.01,999.0,67.0,5.0,8,15210.777922642328
6983,Toyota Etios GD,2015,509999,100000,Diesel,Individual,manual,Second Owner,23.59,1364.0,67.05,5.0,10,21619.287833827893
6984,Mahindra Bolero 2011-2019 Plus Non AC,2013,500000,120000,Diesel,Individual,manual,Third Owner,15.96,2523.0,62.1,9.0,12,31328.32080200501
6985,Tata Zest Revotron 1.2 XT,2017,370000,35000,Petrol,Individual,manual,First Owner,17.57,1193.0,88.7,5.0,8,21058.62265224815
6986,Maruti Alto K10 2010-2014 VXI,2013,240000,44000,Petrol,Individual,manual,Second Owner,20.92,998.0,67.1,5.0,12,11472.27533460803
6987,Hyundai i20 Asta 1.4 CRDi,2015,530000,100000,Diesel,Individual,manual,Second Owner,22.54,1396.0,88.73,5.0,10,23513.753327417926
6988,Mahindra Scorpio S10 7 Seater,2015,1000000,133000,Diesel,Individual,manual,Second Owner,15.4,2179.0,120.0,7.0,10,64935.06493506493
6989,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1600000,35000,Diesel,Individual,manual,Second Owner,13.68,2393.0,147.8,7.0,7,116959.06432748538
6990,Hyundai i10 Sportz,2014,350000,64000,Petrol,Individual,manual,First Owner,20.36,1197.0,78.9,5.0,11,17190.56974459725
6991,Mahindra XUV500 AT W10 FWD,2015,1100000,70000,Diesel,Individual,automatic,First Owner,16.0,2179.0,140.0,7.0,10,68750.0
6992,Hyundai i20 1.2 Magna,2011,220000,70000,Petrol,Individual,manual,First Owner,18.5,1197.0,80.0,5.0,14,11891.891891891892
6993,Hyundai Grand i10 Sportz,2015,350000,100000,Petrol,Individual,manual,First Owner,18.9,1197.0,82.0,5.0,10,18518.51851851852
6994,Maruti Swift LDI,2013,370000,90000,Diesel,Individual,manual,Second Owner,22.9,1248.0,74.0,5.0,12,16157.205240174673
6995,Maruti Swift Dzire VXi,2014,220000,50000,Petrol,Individual,manual,First Owner,17.5,1298.0,85.8,5.0,11,12571.42857142857
6996,Chevrolet Sail Hatchback LT ABS,2013,200000,80000,Diesel,Individual,manual,First Owner,22.1,1248.0,76.9,5.0,12,9049.773755656108
6997,Mahindra KUV 100 mFALCON D75 K4,2017,400000,50000,Diesel,Individual,manual,First Owner,25.32,1198.0,77.0,6.0,8,15797.788309636651
6998,Fiat Grande Punto 1.4 Emotion,2009,150000,55000,Petrol,Individual,manual,First Owner,14.6,1368.0,88.7,5.0,16,10273.972602739726
6999,Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Individual,automatic,First Owner,10.75,2694.0,163.7,8.0,5,139534.88372093023
7000,Maruti Omni 5 Seater BSIV,2011,130000,70000,Petrol,Individual,manual,Second Owner,14.0,796.0,35.0,5.0,14,9285.714285714286
7001,Maruti Alto 800 LXI,2013,185000,80000,Petrol,Individual,manual,Second Owner,22.74,796.0,47.3,5.0,12,8135.4441512752865
7002,Hyundai Santro Xing (Non-AC),2010,110000,80000,Petrol,Individual,manual,Second Owner,0.0,1086.0,62.1,5.0,15,inf
7003,Mahindra Bolero 2011-2019 SLX,2012,450000,120000,Diesel,Individual,manual,First Owner,15.96,2523.0,62.1,7.0,13,28195.48872180451
7004,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,20000,Petrol,Individual,manual,Second Owner,18.9,1197.0,81.86,5.0,7,26455.02645502646
7005,Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,570000,31596,Petrol,Dealer,manual,First Owner,17.0,1497.0,121.36,5.0,8,33529.41176470588
7006,Mahindra XUV500 W6 2WD,2013,650000,85710,Diesel,Dealer,manual,First Owner,15.1,2179.0,140.0,7.0,12,43046.35761589404
7007,Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,manual,First Owner,11.5,2982.0,171.0,7.0,13,146086.95652173914
7008,Datsun RediGO T Option,2018,250000,10000,Petrol,Individual,manual,First Owner,22.7,799.0,53.64,5.0,7,11013.215859030837
7009,Hyundai i10 Sportz,2014,320000,15000,Petrol,Individual,manual,First Owner,20.36,1197.0,78.9,5.0,11,15717.092337917486
7010,Maruti Wagon R AMT VXI,2017,440000,35000,Petrol,Individual,automatic,First Owner,20.51,998.0,67.0,5.0,8,21452.94978059483
7011,Hyundai i20 Sportz 1.2,2013,315000,49000,Petrol,Individual,manual,Second Owner,18.5,1197.0,82.85,5.0,12,17027.027027027027
7012,Hyundai Santro Xing ABS,2007,100000,70000,Petrol,Individual,manual,Third Owner,19.41878335651954,,,,18,5149.653207621096
7013,Tata Manza Aura Quadrajet,2010,202999,158000,Diesel,Individual,manual,First Owner,18.8,1248.0,90.0,5.0,15,10797.81914893617
7014,Hyundai EON Era,2012,179000,30000,Petrol,Individual,manual,Second Owner,21.1,814.0,55.2,5.0,13,8483.41232227488
7015,Hyundai i10 Magna 1.2 iTech SE,2008,140000,60000,Petrol,Individual,manual,Second Owner,20.36,1197.0,78.9,5.0,17,6876.2278978389
7016,Maruti Zen Estilo 1.1 LXI BSIII,2008,150000,40000,Petrol,Individual,manual,Second Owner,18.2,1061.0,64.0,5.0,17,8241.758241758242
7017,Mahindra Bolero SLX,2011,440000,60000,Diesel,Individual,manual,Second Owner,13.6,2523.0,63.0,7.0,14,32352.941176470587
7018,Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,manual,Second Owner,20.0,1399.0,68.0,5.0,14,12500.0
7019,Maruti Wagon R VXI BS IV,2014,330000,22000,Petrol,Individual,manual,First Owner,20.51,998.0,67.04,5.0,11,16089.712335446122
7020,Ford Figo Petrol ZXI,2010,250000,48000,Petrol,Individual,manual,First Owner,15.6,1196.0,70.0,5.0,15,16025.641025641025
7021,Hyundai i20 Magna,2012,335000,45000,Petrol,Individual,manual,First Owner,18.5,1197.0,82.85,5.0,13,18108.108108108107
7022,Mahindra XUV500 W4,2016,1025000,22522,Diesel,Dealer,manual,First Owner,16.0,2179.0,140.0,7.0,9,64062.5
7023,Hyundai i20 1.2 Magna,2012,320000,51856,Petrol,Dealer,manual,Third Owner,18.5,1197.0,80.0,5.0,13,17297.297297297297
7024,Maruti Ciaz RS ZXi Plus,2015,550000,29434,Petrol,Individual,manual,First Owner,20.73,1373.0,91.1,5.0,10,26531.59671972986
7025,Honda WR-V i-DTEC VX,2018,800000,25000,Diesel,Individual,manual,First Owner,25.5,1498.0,98.6,5.0,7,31372.549019607843
7026,Tata Tiago 1.2 Revotron XZ,2017,380000,28000,Petrol,Individual,manual,Second Owner,23.84,1199.0,84.0,5.0,8,15939.597315436242
7027,Renault Duster 85PS Diesel RxL Optional,2013,400000,44500,Diesel,Individual,manual,Second Owner,20.46,1461.0,83.8,5.0,12,19550.34213098729
7028,Maruti Wagon R VXI BS IV,2016,375000,34500,Petrol,Individual,manual,First Owner,20.51,998.0,67.04,5.0,9,18283.764017552414
7029,Honda City i-VTEC CVT ZX,2017,1100000,20000,Petrol,Individual,automatic,First Owner,18.0,1497.0,117.6,5.0,8,61111.11111111111
7030,Hyundai i20 1.2 Spotz,2018,650000,15000,Petrol,Individual,manual,First Owner,18.6,1197.0,81.83,5.0,7,34946.23655913978
7031,Nissan Micra XV CVT,2014,361000,26000,Petrol,Individual,automatic,First Owner,19.34,1198.0,76.0,5.0,11,18665.977249224405
7032,Hyundai EON D Lite Plus,2012,140000,20000,Petrol,Individual,manual,First Owner,21.1,814.0,55.2,5.0,13,6635.071090047393
7033,Hyundai Xcent 1.2 VTVT S,2019,550000,3000,Petrol,Individual,manual,First Owner,20.14,1197.0,81.86,5.0,6,27308.83813306852
7034,Honda Amaze VX Petrol BSIV,2019,670000,20000,Petrol,Individual,manual,First Owner,19.5,1199.0,88.76,5.0,6,34358.97435897436
7035,Maruti Vitara Brezza ZDi Plus,2017,880000,25000,Diesel,Individual,manual,First Owner,24.3,1248.0,88.5,5.0,8,36213.99176954733
7036,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,35000,Diesel,Individual,manual,First Owner,23.0,1498.0,98.96,5.0,7,41304.34782608696
7037,Chevrolet Cruze LTZ,2010,300000,60000,Diesel,Individual,manual,First Owner,18.3,1991.0,147.9,5.0,15,16393.44262295082
7038,Honda City i-VTEC CVT VX,2017,1150000,6825,Petrol,Individual,automatic,First Owner,18.0,1497.0,117.6,5.0,8,63888.88888888889
7039,Chevrolet Cruze LTZ AT,2015,450000,155000,Diesel,Individual,automatic,First Owner,14.81,1998.0,163.7,5.0,10,30384.87508440243
7040,Maruti Eeco CNG 5 Seater AC BSIV,2018,375000,50000,CNG,Individual,manual,First Owner,21.94,1196.0,61.7,5.0,7,17092.069279854146
7041,Maruti Ertiga BSIV VXI,2016,600000,13500,Petrol,Individual,manual,First Owner,17.5,1373.0,91.1,7.0,9,34285.71428571428
7042,Toyota Innova 2.5 V Diesel 8-seater,2008,700000,260000,Diesel,Individual,manual,First Owner,12.8,2494.0,102.0,8.0,17,54687.5
7043,Hyundai Xcent 1.2 CRDi S,2018,600000,65000,Diesel,Individual,manual,First Owner,25.4,1186.0,73.97,5.0,7,23622.04724409449
7044,Mahindra Xylo H9,2014,630000,95000,Diesel,Individual,manual,Second Owner,14.02,2179.0,118.3,8.0,11,44935.8059914408
7045,Maruti Ciaz ZXi,2016,590000,40000,Petrol,Individual,manual,Second Owner,20.73,1373.0,91.1,5.0,9,28461.16739025567
7046,Hyundai Santro Era,2019,420000,30000,Petrol,Individual,manual,First Owner,20.3,1086.0,68.0,5.0,6,20689.655172413793
7047,Mitsubishi Pajero Sport 4X4 Dual Tone,2016,1950000,120000,Diesel,Individual,manual,First Owner,13.5,2477.0,175.56,7.0,9,144444.44444444444
7048,Tata New Safari Dicor EX 4X2 BS IV,2013,541000,112011,Diesel,Individual,manual,First Owner,13.93,2179.0,138.1,7.0,12,38837.04235463029
7049,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,125000,Diesel,Individual,manual,First Owner,12.99,2494.0,100.6,7.0,10,69284.06466512702
7050,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,125000,Diesel,Individual,manual,First Owner,12.99,2494.0,100.6,7.0,10,69284.06466512702
7051,Tata Manza Aura Quadrajet,2009,250000,43000,Diesel,Individual,manual,First Owner,18.8,1248.0,90.0,5.0,16,13297.87234042553
7052,Mahindra Bolero 2011-2019 SLE,2019,670000,53534,Diesel,Individual,manual,First Owner,15.96,2523.0,62.1,7.0,6,41979.94987468672
7053,Tata Tigor 2017-2020 XZ Plus,2019,530000,20000,Petrol,Individual,manual,First Owner,20.3,1199.0,83.81,5.0,6,26108.374384236453
7054,Chevrolet Beat Diesel LT,2012,150000,70000,Diesel,Individual,manual,Second Owner,25.44,936.0,57.6,5.0,13,5896.226415094339
7055,Mahindra XUV500 W8 2WD,2013,550000,70000,Diesel,Individual,manual,Third Owner,15.1,2179.0,140.0,7.0,12,36423.84105960265
7056,Mahindra Scorpio 1.99 S4 Plus,2015,650000,150000,Diesel,Individual,manual,First Owner,15.4,1997.0,120.0,7.0,10,42207.792207792205
7057,Tata Indica Vista TDI LX,2012,180000,100000,Diesel,Individual,manual,Second Owner,19.4,1405.0,70.0,5.0,13,9278.350515463919
7058,Mahindra Thar 4X4,2015,585000,50000,Diesel,Individual,manual,First Owner,16.55,2498.0,105.0,7.0,10,35347.43202416918
7059,Hyundai i20 Magna,2013,345000,120000,Petrol,Individual,manual,Second Owner,18.5,1197.0,82.85,5.0,12,18648.64864864865
7060,Maruti Swift VDI,2013,350000,110000,Diesel,Individual,manual,Third Owner,22.9,1248.0,74.0,5.0,12,15283.842794759827
7061,Honda BRV i-VTEC V MT,2016,725000,140000,Petrol,Individual,manual,First Owner,15.4,1497.0,117.3,7.0,9,47077.92207792208
7062,Tata Venture EX 7 Str,2012,250000,120000,Diesel,Individual,manual,First Owner,15.42,1405.0,70.0,7.0,13,16212.710765239948
7063,Maruti 800 AC,2002,45000,70000,Petrol,Individual,manual,Second Owner,16.1,796.0,37.0,4.0,23,2795.0310559006207
7064,Toyota Innova 2.5 E Diesel MS 8-seater,2007,409999,248119,Diesel,Individual,manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,18,32031.171875
7065,Renault KWID 1.0 RXT Optional,2017,325000,16500,Petrol,Individual,manual,Second Owner,23.01,999.0,67.0,5.0,8,14124.293785310734
7066,Maruti Alto K10 VXI,2016,350000,9900,Petrol,Individual,manual,First Owner,23.95,998.0,67.05,5.0,9,14613.778705636743
7067,Maruti Alto LXi,2012,180000,80000,Petrol,Individual,manual,Third Owner,19.7,796.0,46.3,5.0,13,9137.055837563452
7068,Fiat Linea Emotion,2010,150000,100000,Petrol,Individual,manual,Second Owner,16.0,1368.0,90.0,5.0,15,9375.0
7069,Maruti Dzire ZXI,2020,700000,20000,Petrol,Individual,manual,First Owner,23.26,1197.0,88.5,5.0,5,30094.582975064488
7070,Maruti Ciaz ZDi Plus SHVS,2016,795000,90000,Diesel,Individual,manual,First Owner,28.09,1248.0,88.5,5.0,9,28301.88679245283
7071,Mahindra Thar CRDe,2019,950000,15000,Diesel,Individual,manual,First Owner,16.55,2498.0,105.0,6.0,6,57401.81268882175
7072,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,885000,75000,Diesel,Individual,automatic,First Owner,21.5,1498.0,108.5,5.0,7,41162.79069767442
7073,Maruti Ritz LDi,2011,160000,140000,Diesel,Individual,manual,First Owner,21.1,1248.0,73.9,5.0,14,7582.938388625592
7074,Hyundai i20 1.4 CRDi Asta,2012,300000,120000,Diesel,Individual,manual,Second Owner,23.0,1396.0,90.0,5.0,13,13043.478260869566
7075,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,950000,75000,Diesel,Individual,automatic,First Owner,21.5,1498.0,108.5,5.0,7,44186.04651162791
7076,Maruti Ertiga VDI,2015,549000,90000,Diesel,Individual,manual,First Owner,20.77,1248.0,88.76,7.0,10,26432.35435724603
7077,Audi A3 35 TDI Premium Plus,2018,3000000,20000,Diesel,Individual,automatic,First Owner,20.38,1968.0,143.0,5.0,7,147203.14033366047
7078,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,61000,Diesel,Individual,manual,First Owner,12.99,2494.0,100.6,7.0,10,92378.75288683602
7079,Renault Fluence Diesel E4,2012,570000,100000,Diesel,Individual,manual,Second Owner,21.8,1461.0,78.0,5.0,13,26146.788990825688
7080,Mahindra Thar CRDe,2017,800000,60000,Diesel,Individual,manual,Second Owner,16.55,2498.0,105.0,6.0,8,48338.36858006042
7081,Hyundai Verna CRDi SX ABS,2009,375000,100000,Diesel,Individual,manual,First Owner,18.1,1493.0,110.0,5.0,16,20718.232044198892
7082,Mahindra Bolero SLX,2009,300000,170000,Diesel,Individual,manual,Third Owner,13.6,2523.0,63.0,7.0,16,22058.823529411766
7083,Toyota Etios G,2013,350000,100000,Petrol,Individual,manual,Second Owner,16.78,1496.0,88.73,5.0,12,20858.164481525626
7084,Mahindra Bolero SLX,2011,400000,120000,Diesel,Individual,manual,Second Owner,13.6,2523.0,63.0,7.0,14,29411.764705882353
7085,Volkswagen Polo 1.5 TDI Comfortline,2015,434999,50000,Diesel,Individual,manual,First Owner,20.14,1498.0,88.8,5.0,10,21598.758689175767
7086,Toyota Etios Liva G,2012,200000,120000,Petrol,Individual,manual,Second Owner,19.41878335651954,,,,13,10299.306415242192
7087,Maruti Alto 800 LXI,2015,260000,25000,Petrol,Individual,manual,First Owner,22.74,796.0,47.3,5.0,10,11433.597185576078
7088,Maruti Swift VDI,2013,450000,24019,Diesel,Individual,manual,First Owner,22.9,1248.0,74.0,5.0,12,19650.655021834064
7089,Hyundai Verna 1.6 SX,2013,459999,80000,Diesel,Individual,manual,Second Owner,22.32,1582.0,126.32,5.0,12,20609.274193548386
7090,Maruti Ritz VDi ABS,2011,210000,100000,Diesel,Individual,manual,Second Owner,21.1,1248.0,73.9,5.0,14,9952.60663507109
7091,Maruti Swift Dzire VXI,2015,540000,93000,Petrol,Individual,manual,Second Owner,20.85,1197.0,83.14,5.0,10,25899.280575539568
7092,Maruti Ertiga SHVS VDI,2017,710000,50000,Diesel,Individual,manual,First Owner,24.52,1248.0,88.5,7.0,8,28955.95432300163
7093,Maruti Alto 800 VXI,2018,285000,22000,Petrol,Individual,manual,First Owner,24.7,796.0,47.3,5.0,7,11538.461538461539
7094,Hyundai Creta 1.4 E Plus,2019,990000,19600,Diesel,Individual,manual,First Owner,22.1,1396.0,88.7,5.0,6,44796.38009049773
7095,Tata Indigo CS eGLS BS IV,2017,362000,104000,Petrol,Individual,manual,First Owner,15.64,1193.0,64.1,5.0,8,23145.780051150894
7096,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,880000,33000,Diesel,Individual,manual,First Owner,23.0,1498.0,98.96,5.0,8,38260.86956521739
7097,Mahindra TUV 300 mHAWK100 T8,2017,700000,60000,Diesel,Individual,manual,First Owner,18.49,1493.0,100.0,7.0,8,37858.30178474852
7098,Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,60000,Diesel,Individual,manual,First Owner,15.96,2523.0,63.0,9.0,9,37593.984962406015
7099,Nissan Terrano XL,2015,700000,40000,Petrol,Individual,manual,First Owner,13.24,1598.0,102.5,5.0,10,52870.09063444108
7100,Tata Tiago 1.05 Revotorq XT,2016,400000,60000,Diesel,Individual,manual,First Owner,27.28,1047.0,69.0,5.0,9,14662.756598240469
7101,Hyundai Accent Executive LPG,2010,165000,80000,LPG,Individual,manual,First Owner,13.2,1495.0,93.7,5.0,15,12500.0
7102,Toyota Innova 2.5 V Diesel 8-seater,2007,350000,376412,Diesel,Individual,manual,Second Owner,12.8,2494.0,102.0,8.0,18,27343.75
7103,Maruti Ertiga VXI,2014,425000,80000,Petrol,Individual,manual,Third Owner,16.02,1373.0,93.7,7.0,11,26529.338327091136
7104,Hyundai Santro Xing GL Plus,2012,180000,70000,Petrol,Individual,manual,First Owner,17.92,1086.0,62.1,5.0,13,10044.642857142857
7105,Maruti Alto K10 2010-2014 VXI,2012,170000,90000,Petrol,Individual,manual,Third Owner,20.92,998.0,67.1,5.0,13,8126.195028680688
7106,Mahindra Bolero 2011-2019 DI NON AC BS III White,2014,370000,183000,Diesel,Individual,manual,First Owner,15.96,2523.0,63.0,9.0,11,23182.957393483706
7107,Maruti Vitara Brezza VDi,2018,800000,27000,Diesel,Individual,manual,First Owner,24.3,1248.0,88.5,5.0,7,32921.810699588474
7108,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,900000,35000,Diesel,Individual,manual,First Owner,23.0,1498.0,98.96,5.0,8,39130.434782608696
7109,Maruti Swift VDI,2013,390000,120000,Diesel,Individual,manual,First Owner,22.9,1248.0,74.0,5.0,12,17030.56768558952
7110,Maruti Swift Dzire VDI,2014,445000,80000,Diesel,Individual,manual,Second Owner,23.4,1248.0,74.0,5.0,11,19017.09401709402
7111,Maruti Swift Dzire VDI,2014,459999,70000,Diesel,Individual,manual,Fourth & Above Owner,23.4,1248.0,74.0,5.0,11,19658.076923076926
7112,Maruti Wagon R LXI DUO BS IV,2013,275000,55000,LPG,Individual,manual,First Owner,14.4,998.0,61.7,5.0,12,19097.222222222223
7113,Maruti Ritz VDi,2009,200000,120000,Diesel,Individual,manual,Second Owner,21.1,1248.0,73.9,5.0,16,9478.67298578199
7114,Maruti Swift Dzire 1.2 Lxi BSIV,2012,350000,72000,Petrol,Individual,manual,Second Owner,17.5,1197.0,85.8,5.0,13,20000.0
7115,Tata New Safari 4X4 EXI BSIII,2007,95000,120000,Diesel,Individual,manual,Second Owner,12.0,2092.0,127.0,7.0,18,7916.666666666667
7116,Toyota Etios GD,2014,550000,250000,Diesel,Individual,manual,First Owner,23.59,1364.0,67.04,5.0,11,23314.96396778296
7117,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,900000,100000,Diesel,Individual,manual,First Owner,13.58,2499.0,72.4,9.0,9,66273.9322533137
7118,Tata Sumo Gold GX,2013,350000,120000,Diesel,Individual,manual,Second Owner,15.3,2956.0,83.83,7.0,12,22875.81699346405
7119,Nissan Micra XV CVT,2015,325000,50000,Petrol,Individual,automatic,First Owner,19.34,1198.0,76.0,5.0,10,16804.550155118926
7120,Hyundai Grand i10 Asta,2014,455999,32000,Petrol,Individual,manual,First Owner,18.9,1197.0,82.0,5.0,11,24126.931216931218
7121,Maruti Alto STD,2008,129000,60000,Petrol,Individual,manual,First Owner,19.7,796.0,46.3,5.0,17,6548.223350253807
7122,Maruti Alto 800 LXI,2017,254000,40000,Petrol,Individual,manual,First Owner,24.7,796.0,47.3,5.0,8,10283.400809716599
